4,1,150
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,0
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,1
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
5.1,3.5,1.4,0.2,2
